customer_id,CustomerName,Gender,age,City,State,Pincode,DateOfBirth,Age,MaritalStatus,Education,Occupation,AnnualIncome,AccountOpenDate,CustomerSegment,account_type
5674,Ucchal Khare,Female,22,Kolkata,West Bengal,819862,01-05-1979,46,Single,Diploma,Retired,496852,13-10-2022,Regular,Current
5675,Vamakshi Dhingra,Male,61,Jaipur,Rajasthan,961727,24-10-1982,43,Divorced,Diploma,Self-employed,1139757,30-08-2015,Gold,Salary
5676,Yutika Vaidya,Female,61,Patna,Bihar,718510,02-10-2002,23,Single,Bachelor,Self-employed,810646,25-04-2010,Silver,Savings
5677,Nimrat Sethi,Female,28,Chandigarh,Punjab,441973,04-07-2016,9,Married,PhD,Business Owner,937927,20-10-2021,Silver,Savings
5678,Anay Viswanathan,Male,56,Bhubaneswar,Odisha,650099,21-08-1968,57,Single,Bachelor,Student,71044,17-01-2010,Regular,Current
5679,Mohammed Jain,Female,46,Kolkata,West Bengal,771420,10-05-2000,25,Married,Diploma,Business Owner,2393140,26-09-2024,Platinum,Salary
5680,Krish Sawhney,Male,46,Bangalore,Karnataka,145062,09-01-1990,35,Single,Diploma,Student,180797,25-04-2014,Regular,Salary
5681,Sneha Viswanathan,Female,46,Jaipur,Rajasthan,522445,22-04-1983,42,Single,Bachelor,Student,162173,24-08-2010,Regular,Current
5682,Zehaan Wadhwa,Male,58,Kolkata,West Bengal,187230,20-05-1992,33,Married,High School,Student,160289,24-01-2022,Regular,Salary
5683,Pooja Bala,Male,57,Ahmedabad,Gujarat,491662,28-04-1992,33,Divorced,PhD,Student,162200,08-05-2023,Regular,Salary
5684,Theodore Jayaraman,Male,56,Chennai,Tamil Nadu,881908,09-04-2010,15,Single,Diploma,Student,139124,03-08-2013,Regular,Savings
5685,Quincy Dass,Male,70,Thiruvananthapuram,Kerala,13064,05-01-2010,15,Single,Diploma,Retired,130625,26-09-2013,Regular,Savings
5686,Mekhala Badami,Male,50,Jaipur,Rajasthan,923596,13-02-1983,42,Married,PhD,Retired,280670,13-09-2022,Regular,Savings
5687,Ikshita Badal,Male,40,Thiruvananthapuram,Kerala,857961,15-11-1990,35,Married,Master,Student,96345,31-03-2024,Regular,Current
5688,Tanvi Mandal,Female,39,Patna,Bihar,133194,11-10-1961,64,Divorced,Bachelor,Salaried,1287614,02-01-2011,Gold,Savings
5689,Simon Agate,Male,58,Chennai,Tamil Nadu,295541,09-12-1996,29,Single,High School,Salaried,1176799,10-01-2019,Gold,Savings
5690,Chameli Behl,Female,26,Pune,Maharashtra,209895,16-11-1970,55,Married,Bachelor,Self-employed,540292,12-11-2015,Silver,Salary
5691,Idika Dugar,Female,40,Pune,Maharashtra,815614,01-07-1991,34,Single,Diploma,Student,82773,04-03-2012,Regular,Current
5692,Chatresh Sarkar,Female,43,Chennai,Tamil Nadu,55800,30-04-2014,11,Single,Diploma,Salaried,355580,28-07-2023,Regular,Savings
5693,Dalaja Srivastava,Female,45,Ahmedabad,Gujarat,293879,06-11-1977,48,Married,High School,Self-employed,1606908,09-11-2023,Gold,Savings
5694,Advika Handa,Female,55,Delhi,Delhi,117637,02-10-2011,14,Married,Bachelor,Salaried,635798,23-09-2018,Silver,Salary
5695,Abhiram Rana,Male,59,Lucknow,Uttar Pradesh,560464,31-08-2011,14,Married,Bachelor,Self-employed,1561348,22-04-2017,Gold,Salary
5696,Naveen Deshmukh,Male,53,Chennai,Tamil Nadu,868279,20-04-2018,7,Single,Diploma,Business Owner,862977,20-06-2022,Silver,Savings
5697,Caleb Kari,Male,36,Kolkata,West Bengal,148129,27-03-2018,7,Married,Master,Salaried,973504,17-08-2016,Silver,Savings
5698,Zaitra Mani,Male,65,Bhubaneswar,Odisha,907238,21-04-2008,17,Married,High School,Student,174987,27-09-2010,Regular,Current
5699,Jeevika Narayan,Female,55,Bangalore,Karnataka,637113,29-08-1975,50,Widowed,High School,Student,193508,20-06-2013,Regular,Current
5700,Aryan Kamdar,Female,21,Bhubaneswar,Odisha,178824,14-07-1985,40,Single,Bachelor,Retired,128806,03-09-2022,Regular,Current
5701,Radha Tripathi,Female,38,Bhubaneswar,Odisha,976478,10-11-1991,34,Single,Master,Business Owner,2206156,01-07-2015,Platinum,Current
5702,Wishi Sethi,Male,62,Bangalore,Karnataka,443065,01-03-1989,36,Single,PhD,Business Owner,811129,02-06-2020,Silver,Current
5703,Gaurang Bhandari,Female,62,Chandigarh,Punjab,463922,17-10-2005,20,Married,Bachelor,Salaried,425565,10-06-2019,Regular,Savings
5704,Azad Ganesan,Male,62,Bhopal,Madhya Pradesh,336930,26-09-2003,22,Single,High School,Self-employed,726903,25-08-2015,Silver,Salary
5705,Abeer Bali,Female,49,Delhi,Delhi,771441,05-02-2000,25,Divorced,PhD,Retired,169229,22-03-2017,Regular,Salary
5706,Akshay Dixit,Male,59,Bhopal,Madhya Pradesh,55570,13-01-1967,58,Single,Master,Business Owner,1531406,04-11-2012,Gold,Current
5707,Manan Pant,Female,23,Mumbai,Maharashtra,811734,09-03-1994,31,Married,High School,Business Owner,790444,01-05-2019,Silver,Current
5708,Onveer Kashyap,Female,53,Kolkata,West Bengal,806687,20-01-2015,10,Single,Bachelor,Student,79852,09-05-2024,Regular,Salary
5709,Rudra Cherian,Female,25,Bangalore,Karnataka,366957,14-09-1985,40,Married,Bachelor,Student,152443,26-02-2017,Regular,Salary
5710,Unni Pal,Female,31,Ahmedabad,Gujarat,686849,09-08-2001,24,Divorced,Diploma,Self-employed,1403404,14-06-2022,Gold,Savings
5711,Chakradev Aurora,Female,62,Bangalore,Karnataka,24385,02-09-2016,9,Single,PhD,Salaried,1447340,26-02-2020,Gold,Salary
5712,Atharv Bajwa,Female,54,Bangalore,Karnataka,593813,29-12-1972,53,Divorced,High School,Self-employed,1825544,26-11-2012,Gold,Salary
5713,Aarush Viswanathan,Female,22,Hyderabad,Telangana,767684,13-01-1975,50,Married,Bachelor,Salaried,1226519,08-10-2021,Gold,Salary
5714,Mahika Gaba,Male,32,Delhi,Delhi,980024,20-06-2017,8,Divorced,Diploma,Retired,112604,27-04-2010,Regular,Salary
5715,Nakul Chacko,Female,26,Bangalore,Karnataka,338353,08-04-1990,35,Married,Bachelor,Business Owner,2120603,13-10-2013,Platinum,Salary
5716,Charita Shah,Male,58,Mumbai,Maharashtra,417468,04-11-1997,28,Single,Bachelor,Self-employed,1719527,04-05-2015,Gold,Savings
5717,Raghav Chandra,Male,31,Hyderabad,Telangana,525014,19-08-2016,9,Single,Diploma,Salaried,1302068,04-05-2022,Gold,Current
5718,Arya Reddy,Male,21,Ahmedabad,Gujarat,936737,07-12-2014,11,Single,Diploma,Retired,431670,19-08-2018,Regular,Savings
5719,Alka Nanda,Male,36,Lucknow,Uttar Pradesh,850741,14-04-2011,14,Single,PhD,Self-employed,1296696,08-03-2017,Gold,Savings
5720,Falak Manne,Female,69,Bhopal,Madhya Pradesh,393032,24-04-1996,29,Single,Bachelor,Business Owner,1357725,01-06-2019,Gold,Savings
5721,Chakradhar Deshpande,Male,37,Thiruvananthapuram,Kerala,365365,26-05-1966,59,Single,Bachelor,Retired,275793,01-01-2014,Regular,Savings
5722,Rachana Mann,Female,59,Delhi,Delhi,517310,05-02-1967,58,Married,Diploma,Student,114506,15-04-2019,Regular,Salary
5723,Nathan Luthra,Female,42,Bhopal,Madhya Pradesh,944024,14-07-1974,51,Married,Diploma,Business Owner,1068258,25-12-2010,Gold,Current
5724,Noah Kunda,Female,26,Lucknow,Uttar Pradesh,194959,29-10-1990,35,Single,Bachelor,Student,89627,20-04-2010,Regular,Salary
5725,Bhavya Raghavan,Male,63,Thiruvananthapuram,Kerala,14179,22-06-1980,45,Single,Master,Retired,204030,08-06-2022,Regular,Salary
5726,Ati Lad,Male,44,Ahmedabad,Gujarat,258274,15-02-1988,37,Married,Diploma,Retired,458589,08-03-2010,Regular,Current
5727,Jack Nagi,Male,30,Patna,Bihar,527112,05-06-1988,37,Single,Bachelor,Student,177479,10-03-2018,Regular,Savings
5728,Oeshi Chokshi,Male,21,Bhopal,Madhya Pradesh,902683,01-08-2018,7,Single,High School,Salaried,558168,01-01-2023,Silver,Salary
5729,Kevin Kamdar,Female,46,Patna,Bihar,446946,20-02-1986,39,Single,High School,Retired,382670,13-03-2022,Regular,Salary
5730,Yashawini Natarajan,Female,45,Thiruvananthapuram,Kerala,309826,30-12-1983,42,Divorced,Bachelor,Self-employed,1146031,30-07-2010,Gold,Salary
5731,Tanish Sundaram,Female,69,Bhopal,Madhya Pradesh,835730,24-04-2014,11,Married,Diploma,Self-employed,1628456,11-09-2012,Gold,Savings
5732,Urvi Kant,Female,69,Lucknow,Uttar Pradesh,887603,31-10-2017,8,Single,High School,Retired,181428,16-10-2021,Regular,Savings
5733,Theodore Kota,Male,43,Bangalore,Karnataka,253109,24-06-1995,30,Married,Bachelor,Student,68772,17-05-2022,Regular,Current
5734,Tanish Dave,Male,69,Kolkata,West Bengal,825103,02-05-1984,41,Married,Diploma,Student,86191,21-06-2021,Regular,Current
5735,Niharika Zachariah,Female,70,Patna,Bihar,580279,30-11-1999,26,Married,Bachelor,Business Owner,2087757,21-04-2010,Platinum,Current
5736,Frederick Soman,Female,46,Chennai,Tamil Nadu,782797,31-07-1992,33,Married,Bachelor,Student,185480,26-02-2010,Regular,Savings
5737,Finn Palla,Male,53,Hyderabad,Telangana,469171,27-08-2012,13,Married,Bachelor,Salaried,896605,20-07-2015,Silver,Current
5738,Abhiram Morar,Male,66,Bangalore,Karnataka,456672,26-09-2006,19,Single,Diploma,Salaried,1375060,01-01-2010,Gold,Current
5739,Chameli Krishna,Male,44,Hyderabad,Telangana,564877,25-05-2000,25,Single,Diploma,Self-employed,1170984,04-01-2010,Gold,Current
5740,Reyansh Garde,Female,33,Ahmedabad,Gujarat,348524,20-02-1997,28,Married,Bachelor,Retired,317099,14-06-2017,Regular,Savings
5741,Victor Goswami,Male,45,Thiruvananthapuram,Kerala,259190,04-01-1975,50,Married,Diploma,Self-employed,862779,18-05-2014,Silver,Current
5742,Sarthak Chowdhury,Female,60,Chandigarh,Punjab,771738,30-06-1976,49,Married,Master,Retired,361085,25-03-2020,Regular,Salary
5743,Waida Mammen,Female,25,Bhopal,Madhya Pradesh,993414,26-01-1962,63,Married,Bachelor,Self-employed,575716,25-01-2022,Silver,Salary
5744,Pranit Sethi,Male,52,Chandigarh,Punjab,920079,21-03-1971,54,Widowed,Diploma,Retired,143582,13-06-2013,Regular,Salary
5745,Faris Pandya,Male,24,Chandigarh,Punjab,861734,18-01-1981,44,Single,Bachelor,Retired,249981,02-04-2022,Regular,Savings
5746,Orinder Devan,Female,45,Ahmedabad,Gujarat,934691,24-05-2019,6,Married,Master,Self-employed,719232,29-11-2018,Silver,Current
5747,Azaan Rout,Male,29,Chandigarh,Punjab,666252,29-07-1982,43,Married,High School,Business Owner,1806815,01-10-2021,Gold,Savings
5748,Jonathan Mani,Female,50,Pune,Maharashtra,687993,08-03-1967,58,Widowed,High School,Salaried,703838,29-09-2020,Silver,Savings
5749,Maanav Kara,Female,43,Chennai,Tamil Nadu,22045,22-11-1978,47,Widowed,Master,Student,55655,14-02-2024,Regular,Savings
5750,Upadhriti Rege,Male,68,Bhubaneswar,Odisha,915774,22-12-1974,51,Married,High School,Salaried,383974,05-08-2013,Regular,Current
5751,Samesh Sane,Male,69,Chennai,Tamil Nadu,558885,15-08-1995,30,Single,High School,Student,57580,15-09-2024,Regular,Current
5752,Bina Taneja,Male,46,Jaipur,Rajasthan,907211,29-03-1969,56,Married,Diploma,Retired,491358,25-01-2024,Regular,Salary
5753,Orinder Deep,Male,49,Bhopal,Madhya Pradesh,598863,28-07-1968,57,Single,Diploma,Self-employed,913469,20-06-2013,Silver,Salary
5754,Baghyawati Sarraf,Male,48,Delhi,Delhi,387456,21-09-1965,60,Married,Bachelor,Self-employed,1351175,23-02-2011,Gold,Current
5755,Maanav Borah,Female,54,Delhi,Delhi,838949,14-06-2002,23,Divorced,Bachelor,Student,138251,11-04-2014,Regular,Savings
5756,Fitan Saini,Female,36,Bhubaneswar,Odisha,348896,15-03-2009,16,Single,Master,Self-employed,915182,24-03-2010,Silver,Current
5757,Hemal Hayre,Female,68,Thiruvananthapuram,Kerala,399127,29-10-1964,61,Married,Bachelor,Self-employed,1594952,10-03-2020,Gold,Savings
5758,Ojas Chopra,Female,29,Lucknow,Uttar Pradesh,812880,13-05-1962,63,Married,PhD,Self-employed,1977774,01-08-2011,Gold,Savings
5759,Pushti Sundaram,Male,25,Pune,Maharashtra,128330,14-08-1995,30,Married,Diploma,Salaried,1428003,19-05-2011,Gold,Savings
5760,Ria Singh,Male,63,Bhubaneswar,Odisha,115900,03-01-2007,18,Single,High School,Self-employed,1584050,02-03-2022,Gold,Savings
5761,Champak Dalal,Male,60,Hyderabad,Telangana,222680,20-06-1967,58,Married,PhD,Business Owner,1122865,28-05-2011,Gold,Savings
5762,Devika Bhat,Female,40,Ahmedabad,Gujarat,4782,28-04-1969,56,Divorced,High School,Student,113776,07-07-2019,Regular,Current
5763,Ekantika Balan,Male,39,Chennai,Tamil Nadu,220996,19-07-1983,42,Divorced,Bachelor,Salaried,453405,23-10-2022,Regular,Salary
5764,Waida Bhatti,Female,28,Mumbai,Maharashtra,754589,14-06-2015,10,Single,High School,Salaried,734486,25-10-2013,Silver,Savings
5765,Naveen Gulati,Male,61,Chandigarh,Punjab,696238,06-12-1973,52,Married,Bachelor,Retired,175078,24-09-2013,Regular,Current
5766,Tanish Ratta,Female,58,Pune,Maharashtra,214954,25-07-1967,58,Married,Master,Retired,236133,07-08-2014,Regular,Savings
5767,Imaran Konda,Male,63,Delhi,Delhi,467107,30-09-2018,7,Single,Diploma,Self-employed,1317197,29-03-2023,Gold,Salary
5768,Oni Narang,Female,63,Jaipur,Rajasthan,901282,22-12-1994,31,Single,Diploma,Salaried,1022635,25-06-2020,Gold,Salary
5769,Bina Sant,Male,21,Lucknow,Uttar Pradesh,693792,03-10-1987,38,Single,Diploma,Salaried,1353199,28-06-2018,Gold,Current
5770,Zarna Suresh,Female,32,Bangalore,Karnataka,866709,29-07-1980,45,Divorced,Diploma,Self-employed,1197124,10-07-2024,Gold,Savings
5771,Warinder Bhasin,Female,52,Delhi,Delhi,978993,12-03-1982,43,Married,High School,Student,149611,13-10-2018,Regular,Savings
5772,Netra Ahluwalia,Female,27,Bhubaneswar,Odisha,932724,29-06-1985,40,Married,Bachelor,Salaried,737658,02-10-2013,Silver,Salary
5773,Reyansh Sankar,Female,60,Chennai,Tamil Nadu,781601,04-10-1999,26,Single,Diploma,Retired,166484,13-07-2012,Regular,Current
5774,Irya Kumer,Male,44,Jaipur,Rajasthan,260673,15-03-2016,9,Married,Diploma,Self-employed,1404006,20-03-2018,Gold,Current
5775,Amara Iyer,Female,26,Hyderabad,Telangana,629807,05-05-1971,54,Single,Diploma,Salaried,1422757,14-01-2016,Gold,Current
5776,Osha Dugal,Female,21,Lucknow,Uttar Pradesh,704016,11-10-1971,54,Single,Bachelor,Retired,474134,21-07-2011,Regular,Current
5777,Aadi Tak,Male,54,Thiruvananthapuram,Kerala,597426,04-04-2007,18,Married,High School,Business Owner,1581521,25-10-2017,Gold,Current
5778,Jalsa Gade,Female,30,Bhubaneswar,Odisha,755690,22-04-1975,50,Single,Bachelor,Salaried,516597,10-07-2011,Silver,Savings
5779,Akshay Shetty,Female,21,Hyderabad,Telangana,350996,25-07-1962,63,Married,Master,Self-employed,1429468,22-12-2022,Gold,Savings
5780,Vyanjana Nath,Female,28,Ahmedabad,Gujarat,1746,25-02-1963,62,Single,Diploma,Retired,445563,04-08-2022,Regular,Savings
5781,Faras Cheema,Male,25,Pune,Maharashtra,758039,13-07-2019,6,Married,High School,Salaried,1461285,03-05-2011,Gold,Savings
5782,Krishna Oza,Female,41,Pune,Maharashtra,371013,05-01-1992,33,Married,Bachelor,Retired,205751,28-12-2019,Regular,Salary
5783,Owen Warrior,Female,52,Thiruvananthapuram,Kerala,41034,05-03-1989,36,Married,High School,Self-employed,1832378,22-01-2010,Gold,Savings
5784,Joshua Kota,Male,25,Bangalore,Karnataka,566475,19-09-2002,23,Single,High School,Salaried,1342142,05-11-2012,Gold,Savings
5785,Sai Karan,Female,47,Patna,Bihar,234857,29-11-2001,24,Single,Bachelor,Self-employed,1265567,10-03-2020,Gold,Current
5786,Sai Tara,Female,30,Kolkata,West Bengal,728913,30-06-2008,17,Divorced,Diploma,Student,139783,03-01-2013,Regular,Salary
5787,Lila Wagle,Male,54,Bhubaneswar,Odisha,605379,09-06-1984,41,Single,High School,Salaried,1495638,25-11-2023,Gold,Savings
5788,Niharika Kadakia,Male,33,Hyderabad,Telangana,407643,18-03-2009,16,Married,PhD,Salaried,450110,15-11-2024,Regular,Savings
5789,Udarsh Banerjee,Female,40,Chandigarh,Punjab,63174,28-11-1999,26,Widowed,Diploma,Retired,278691,27-09-2013,Regular,Current
5790,Yadavi Dhillon,Male,59,Chandigarh,Punjab,561833,14-02-1972,53,Single,Master,Salaried,741050,01-05-2023,Silver,Salary
5791,Jeet Kamdar,Female,22,Bhubaneswar,Odisha,433293,19-05-2008,17,Single,High School,Student,187309,30-11-2016,Regular,Savings
5792,Yagnesh Lall,Female,70,Bhubaneswar,Odisha,843591,19-11-1975,50,Married,Master,Retired,173117,21-06-2013,Regular,Salary
5793,Lucky Virk,Male,21,Chennai,Tamil Nadu,970047,02-01-2013,12,Divorced,Bachelor,Retired,121623,07-11-2024,Regular,Current
5794,Nidra Dube,Male,25,Ahmedabad,Gujarat,876428,11-08-2013,12,Divorced,High School,Business Owner,895303,13-07-2022,Silver,Savings
5795,Aishani Tata,Female,61,Kolkata,West Bengal,515799,16-12-2000,25,Married,Bachelor,Salaried,506279,04-03-2019,Silver,Savings
5796,Imaran Bains,Male,65,Chandigarh,Punjab,79049,12-08-2016,9,Married,Master,Business Owner,1652556,10-11-2014,Gold,Salary
5797,Pushti Handa,Female,58,Lucknow,Uttar Pradesh,821818,16-01-2017,8,Single,High School,Student,57951,13-06-2017,Regular,Savings
5798,Waida Iyengar,Female,33,Chandigarh,Punjab,274279,06-08-2010,15,Widowed,Bachelor,Salaried,1113349,24-01-2022,Gold,Current
5799,Bhavna Prashad,Female,25,Jaipur,Rajasthan,237804,09-01-1999,26,Divorced,Diploma,Business Owner,1981005,02-05-2015,Gold,Salary
5800,Amruta Doctor,Female,43,Bhubaneswar,Odisha,849075,17-12-2006,19,Single,Bachelor,Business Owner,1186471,14-11-2016,Gold,Current
5801,Urvashi Deep,Male,27,Thiruvananthapuram,Kerala,421721,25-05-2017,8,Single,Bachelor,Retired,467174,04-02-2023,Regular,Savings
5802,Vihaan Dave,Female,66,Lucknow,Uttar Pradesh,219981,17-05-2017,8,Single,High School,Business Owner,2295037,04-10-2013,Platinum,Savings
5803,Geetika Baria,Male,36,Kolkata,West Bengal,814604,21-11-2007,18,Single,High School,Business Owner,2148023,04-10-2018,Platinum,Salary
5804,Oviya Das,Female,24,Kolkata,West Bengal,579970,12-10-1987,38,Married,Diploma,Salaried,914123,29-06-2014,Silver,Savings
5805,Nathaniel Buch,Male,39,Jaipur,Rajasthan,986190,23-02-1991,34,Single,Master,Salaried,685853,19-07-2022,Silver,Salary
5806,Ubika Kohli,Female,21,Jaipur,Rajasthan,523155,18-03-2003,22,Single,Diploma,Retired,326011,25-01-2023,Regular,Salary
5807,Zinal Jayaraman,Male,28,Delhi,Delhi,240734,31-05-2008,17,Single,Bachelor,Salaried,1233476,13-04-2024,Gold,Savings
5808,Raghav Ghosh,Male,36,Lucknow,Uttar Pradesh,112103,17-05-1980,45,Widowed,High School,Student,107757,15-02-2022,Regular,Salary
5809,Kiaan Dhillon,Female,55,Jaipur,Rajasthan,779730,13-01-1968,57,Married,Bachelor,Retired,293357,06-12-2020,Regular,Current
5810,Ekbal Sachar,Female,46,Bangalore,Karnataka,303612,22-08-1999,26,Married,Bachelor,Student,66675,18-06-2024,Regular,Savings
5811,Guneet Dave,Female,44,Bhopal,Madhya Pradesh,499265,15-08-1987,38,Single,Bachelor,Salaried,603038,09-09-2024,Silver,Salary
5812,Girindra Mittal,Male,38,Chandigarh,Punjab,878132,24-10-1992,33,Widowed,Master,Salaried,1323099,16-01-2016,Gold,Salary
5813,Teerth Narula,Male,55,Patna,Bihar,266591,24-12-1996,29,Married,High School,Retired,195985,24-10-2023,Regular,Current
5814,Zaid Khosla,Female,31,Jaipur,Rajasthan,621936,23-04-1983,42,Single,Diploma,Business Owner,1672936,06-04-2017,Gold,Savings
5815,Anjali Kata,Male,45,Lucknow,Uttar Pradesh,346836,20-12-1973,52,Single,PhD,Self-employed,1062537,16-11-2017,Gold,Current
5816,Odika Banerjee,Male,34,Chennai,Tamil Nadu,483165,27-03-1987,38,Single,High School,Self-employed,1124411,29-08-2023,Gold,Savings
5817,Wyatt Choudhry,Male,47,Hyderabad,Telangana,834104,11-12-1960,65,Single,Bachelor,Salaried,762647,26-12-2011,Silver,Salary
5818,Champak Sankar,Male,59,Bhopal,Madhya Pradesh,688224,04-01-1960,65,Married,Bachelor,Student,115249,11-03-2011,Regular,Current
5819,Dalbir Thaman,Male,22,Jaipur,Rajasthan,563272,13-12-2006,19,Divorced,Bachelor,Retired,356381,02-09-2023,Regular,Savings
5820,Qarin Magar,Male,48,Bhopal,Madhya Pradesh,372533,24-03-1972,53,Married,Diploma,Business Owner,2032730,27-02-2013,Platinum,Salary
5821,Krishna Kibe,Female,23,Hyderabad,Telangana,31364,07-11-1990,35,Married,Diploma,Salaried,1122611,25-02-2015,Gold,Salary
5822,Bhavani Mutti,Female,66,Ahmedabad,Gujarat,689994,22-09-1985,40,Married,Bachelor,Student,132317,19-05-2015,Regular,Current
5823,Christopher Mahal,Male,67,Jaipur,Rajasthan,515186,03-02-2002,23,Married,High School,Salaried,1109296,23-01-2018,Gold,Salary
5824,Timothy Varghese,Male,26,Chandigarh,Punjab,457087,03-01-2008,17,Married,Bachelor,Self-employed,1686802,23-02-2018,Gold,Current
5825,Nicholas Mishra,Female,45,Bhubaneswar,Odisha,775837,29-09-1960,65,Single,Diploma,Salaried,1284113,06-10-2021,Gold,Salary
5826,Lohit Srivastava,Male,56,Jaipur,Rajasthan,659382,18-02-2004,21,Single,Diploma,Student,157671,23-04-2021,Regular,Salary
5827,Nidhi Mander,Male,46,Chandigarh,Punjab,392962,19-10-2002,23,Married,Diploma,Self-employed,945632,25-10-2017,Silver,Savings
5828,Neel Bassi,Male,62,Ahmedabad,Gujarat,233636,17-11-1986,39,Single,Master,Salaried,1409256,20-03-2020,Gold,Salary
5829,Chaaya Sachdev,Male,64,Lucknow,Uttar Pradesh,344809,26-10-1960,65,Single,Bachelor,Self-employed,1325445,01-05-2013,Gold,Current
5830,Gauri Manda,Male,41,Delhi,Delhi,652651,13-08-1998,27,Married,Bachelor,Retired,368073,24-07-2021,Regular,Current
5831,Waida Dua,Male,51,Kolkata,West Bengal,854443,12-04-1986,39,Widowed,Master,Student,126940,26-07-2024,Regular,Current
5832,Falak Memon,Female,38,Hyderabad,Telangana,239167,23-07-2013,12,Married,Bachelor,Student,161636,16-12-2014,Regular,Current
5833,Lopa More,Female,64,Bhubaneswar,Odisha,679578,28-09-1980,45,Married,PhD,Retired,183751,21-11-2015,Regular,Savings
5834,Tristan Natt,Female,33,Bangalore,Karnataka,652513,24-08-1960,65,Married,High School,Student,93171,21-12-2018,Regular,Current
5835,Lopa Agarwal,Male,68,Bhubaneswar,Odisha,859347,07-03-2009,16,Married,Master,Student,123054,08-09-2024,Regular,Salary
5836,Gaurika Uppal,Male,57,Mumbai,Maharashtra,307171,09-07-1993,32,Married,Diploma,Salaried,903935,01-11-2014,Silver,Salary
5837,Adweta Lad,Male,47,Patna,Bihar,646379,01-12-1976,49,Married,Master,Business Owner,2041860,11-07-2024,Platinum,Savings
5838,Qarin Sane,Female,41,Pune,Maharashtra,727867,08-12-1996,29,Married,Master,Salaried,552316,26-07-2021,Silver,Savings
5839,Alka Nagar,Male,44,Bhubaneswar,Odisha,201534,16-04-2010,15,Married,Diploma,Retired,111366,29-08-2023,Regular,Salary
5840,Kai Singhal,Male,45,Jaipur,Rajasthan,476115,20-03-1999,26,Married,Diploma,Retired,260865,09-03-2012,Regular,Current
5841,Nicholas Bains,Male,44,Chennai,Tamil Nadu,841413,01-06-1995,30,Married,Bachelor,Business Owner,2206226,01-10-2019,Platinum,Savings
5842,Pushti Borah,Male,45,Bangalore,Karnataka,441344,02-06-1982,43,Single,High School,Salaried,589595,31-10-2011,Silver,Current
5843,Wakeeta Anand,Female,24,Delhi,Delhi,462934,25-08-1974,51,Single,Bachelor,Salaried,960396,11-11-2024,Silver,Current
5844,Hiral Barman,Female,36,Chandigarh,Punjab,485002,14-12-2017,8,Single,High School,Salaried,312191,16-06-2023,Regular,Current
5845,Guneet Ratti,Male,29,Patna,Bihar,768358,18-12-1994,31,Married,Master,Self-employed,1266702,08-08-2010,Gold,Savings
5846,Shaurya Bawa,Female,48,Hyderabad,Telangana,301664,11-12-1993,32,Single,Diploma,Self-employed,1613400,08-11-2017,Gold,Savings
5847,Chakradev Andra,Male,58,Hyderabad,Telangana,789445,16-10-1979,46,Single,Bachelor,Salaried,571819,16-03-2017,Silver,Salary
5848,Faras Dua,Male,58,Bhubaneswar,Odisha,101354,05-08-1983,42,Married,High School,Self-employed,1590097,14-06-2022,Gold,Salary
5849,Timothy Kapur,Male,68,Mumbai,Maharashtra,73631,08-02-1967,58,Single,Diploma,Salaried,1178301,13-12-2020,Gold,Salary
5850,Omisha Tella,Male,29,Bhopal,Madhya Pradesh,903062,17-11-1997,28,Married,Diploma,Retired,271437,15-03-2018,Regular,Current
5851,Raghav Goda,Male,65,Jaipur,Rajasthan,99664,06-02-2016,9,Single,Diploma,Salaried,1103371,31-08-2014,Gold,Salary
5852,Nitara Dass,Female,57,Delhi,Delhi,458433,28-06-1981,44,Divorced,High School,Self-employed,1519526,01-06-2010,Gold,Savings
5853,Krish Shenoy,Male,28,Delhi,Delhi,850006,07-05-2006,19,Married,Master,Business Owner,1900070,09-04-2024,Gold,Salary
5854,Tanish Iyengar,Male,23,Bangalore,Karnataka,113273,05-01-2015,10,Married,High School,Retired,157596,10-05-2013,Regular,Savings
5855,Varenya Gade,Male,50,Kolkata,West Bengal,142689,22-05-1984,41,Married,Bachelor,Student,87485,02-03-2023,Regular,Savings
5856,Arunima Bir,Female,63,Chandigarh,Punjab,839700,16-07-1985,40,Married,Diploma,Business Owner,727484,08-03-2019,Silver,Salary
5857,Elijah Deshpande,Male,58,Lucknow,Uttar Pradesh,233684,05-03-2018,7,Single,Bachelor,Business Owner,2268743,08-12-2011,Platinum,Savings
5858,Ekaja Mody,Female,68,Bangalore,Karnataka,688947,21-09-2007,18,Single,Diploma,Student,83128,06-02-2016,Regular,Savings
5859,Girish Kapur,Female,42,Jaipur,Rajasthan,91926,12-02-1984,41,Single,Bachelor,Retired,493579,15-02-2023,Regular,Current
5860,Jack Anand,Female,22,Hyderabad,Telangana,210823,16-01-1997,28,Married,Bachelor,Student,167259,29-06-2023,Regular,Salary
5861,Advik Sangha,Male,59,Ahmedabad,Gujarat,571624,12-11-1976,49,Married,High School,Retired,319095,13-04-2011,Regular,Current
5862,Yadavi Sarma,Male,39,Hyderabad,Telangana,294605,21-02-1966,59,Married,Diploma,Retired,472748,04-09-2023,Regular,Savings
5863,Varenya Chahal,Male,46,Pune,Maharashtra,971512,13-05-1976,49,Single,High School,Retired,358049,04-09-2016,Regular,Current
5864,Aditya Nayar,Female,59,Kolkata,West Bengal,382400,03-04-1972,53,Married,High School,Business Owner,1252135,13-06-2011,Gold,Current
